name,full_address,description,tags,opening_date,osm_last_edit,osm_last_edit_age_days,osm_first_added,google_place_id,google_first_seen,google_first_review_date,source
Street Canteen,"Mannerheimintie 3, 00100 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:no;dineIn:yes;outdoorSeating:no;price_level:PRICE_LEVEL_MODERATE;rating:4.7;ratings:433;reservable:yes;servesBeer:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesWine:yes;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJ3cvRAtEJkkYRkWH-F4Z__Ss,2026-02-06,2025-08-26,Google Places (Text Search)
Restaurant Twisted Street Kitchen,"Fredrikinkatu 58, 00100 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:yes;dineIn:yes;outdoorSeating:no;price_level:PRICE_LEVEL_MODERATE;rating:4.6;ratings:250;servesBreakfast:no;servesCoffee:yes;servesDinner:yes;servesLunch:yes;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJGw54iDMKkkYRKX7W_tYfKEE,2026-02-06,2019-08-28,Google Places (Text Search)
Raan Khao Gaeng Thai Street Food,"Urho Kekkosen katu 1, 00100 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:yes;dineIn:yes;outdoorSeating:no;rating:4.4;ratings:622;reservable:yes;servesBeer:yes;servesCocktails:no;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;type:establishment;type:food;type:point_of_interest;type:restaurant;type:thai_restaurant,,,,,ChIJZQork-4LkkYRgG3uVImobf8,2026-02-06,2025-08-03,Google Places (Text Search)
Jaskan Grilli,"Dagmarinkatu 2, 00100 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:no;dineIn:yes;outdoorSeating:yes;rating:4.2;ratings:190;reservable:no;servesBeer:no;servesCocktails:no;servesDessert:no;servesWine:no;source:google_places;takeout:yes;type:american_restaurant;type:establishment;type:food;type:hamburger_restaurant;type:point_of_interest;type:restaurant,,,,,ChIJIcJUU3kLkkYRlOXV_3WWJYo,2026-02-06,2023-06-12,Google Places (Text Search)
Sherpa Food N' Bar,"Harjutori 2, 00500 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:yes;dineIn:yes;outdoorSeating:yes;rating:4.8;ratings:212;reservable:yes;servesBeer:yes;servesBreakfast:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJ20h8HHoJkkYR7bXd0-Nmd58,2026-02-06,2025-05-11,Google Places (Text Search)
Restaurant Tokyo Street,"Hietalahden Kauppahalli, Lönnrotinkatu 34, 00180 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:yes;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_INEXPENSIVE;rating:4.3;ratings:353;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCoffee:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:yes;type:establishment;type:food;type:japanese_restaurant;type:point_of_interest;type:ramen_restaurant;type:restaurant,,,,,ChIJ4wsbRbULkkYRYhgWqIbzsmc,2026-02-06,2019-01-22,Google Places (Text Search)
JokuRoti,"Hietaniemenkatu 2, 00100 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:yes;dineIn:yes;rating:5;ratings:26;servesDessert:yes;servesDinner:yes;servesLunch:yes;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJJwfZE_gLkkYRqERiK9OTy9U,2026-02-06,2025-12-03,Google Places (Text Search)
Zaap Isan Thai Street Food Rautatie,"Töölönlahdenkatu 3, 00100 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:yes;dineIn:yes;rating:4.2;ratings:140;reservable:yes;servesBeer:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant;type:thai_restaurant,,,,,ChIJZerO7ukLkkYRhbTWBpSQVNs,2026-02-06,2024-04-11,Google Places (Text Search)
Restaurant Morton,"Ruoholahdenranta 8, 00180 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:yes;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_MODERATE;rating:4.5;ratings:654;reservable:yes;servesBeer:yes;servesBreakfast:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:yes;type:american_restaurant;type:breakfast_restaurant;type:cafe;type:dog_cafe;type:establishment;type:food;type:hamburger_restaurant;type:point_of_interest;type:restaurant,,,,,ChIJ0Yctx4wLkkYRf0yWrC_HlPc,2026-02-06,2024-07-13,Google Places (Text Search)
Mojo Street Food,"Aleksis Kiven katu 12 D 113, 00500 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:no;dineIn:yes;rating:4.5;ratings:68;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:no;servesCoffee:no;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:no;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJZe0YwP0JkkYRYviv2ZF8HQI,2026-02-06,2024-11-15,Google Places (Text Search)
Hietalahden kauppahalli,"Lönnrotinkatu 34, 00180 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:no;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_MODERATE;rating:4.2;ratings:3043;servesBeer:yes;servesBreakfast:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:yes;type:cafe;type:establishment;type:food;type:market;type:point_of_interest;type:restaurant;type:tourist_attraction,,,,,ChIJo9bdRLULkkYR4r7KXtgisfY,2026-02-06,2025-08-09,Google Places (Text Search)
16 Boom,"Snellmaninkatu 16, 00170 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;dineIn:yes;outdoorSeating:no;rating:4.8;ratings:215;reservable:yes;servesCocktails:yes;servesCoffee:yes;servesDinner:yes;servesLunch:yes;servesWine:yes;source:google_places;takeout:yes;type:asian_restaurant;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJ17e4WfkLkkYRISJzO8qnm1s,2026-02-06,2025-06-28,Google Places (Text Search)
Faselli Italian street food,"Helsinginkatu 21, 00530 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:no;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_MODERATE;rating:4.6;ratings:361;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:yes;type:establishment;type:farm;type:food;type:italian_restaurant;type:point_of_interest;type:restaurant,,,,,ChIJo4YXR_p2jEYRIfyJjXpxgw0,2026-02-06,2025-10-09,Google Places (Text Search)
Fafa's Iso Roba,"Iso Roobertinkatu 2, 00120 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;dineIn:yes;outdoorSeating:no;price_level:PRICE_LEVEL_MODERATE;rating:4.2;ratings:503;reservable:no;servesBeer:no;servesBreakfast:no;servesCocktails:no;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:no;source:google_places;takeout:yes;type:cafe;type:establishment;type:food;type:point_of_interest;type:restaurant;type:vegan_restaurant;type:vegetarian_restaurant,,,,,ChIJD0JTp8kLkkYR8oDeDJiCenI,2026-02-06,2025-02-03,Google Places (Text Search)
POCHA! Korean Street Dining,"Kulmavuorenkatu 7, 00500 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:yes;dineIn:yes;outdoorSeating:yes;rating:4.5;ratings:370;reservable:yes;servesBeer:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesWine:yes;source:google_places;takeout:yes;type:establishment;type:food;type:korean_restaurant;type:point_of_interest;type:restaurant,,,,,ChIJo-qhd5QJkkYRdyg7sp3JTG4,2026-02-06,2025-07-15,Google Places (Text Search)
Pikku Jaska,"Simonkatu, 00100 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;dineIn:yes;rating:3.9;ratings:35;servesCoffee:yes;source:google_places;takeout:yes;type:establishment;type:fast_food_restaurant;type:food;type:point_of_interest;type:restaurant,,,,,ChIJt0ONqs8LkkYRNRZtrNMRkAM,2026-02-06,2022-09-29,Google Places (Text Search)
Phở Nokis,"Urho Kekkosen katu 1 2 kerros, 00100 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:yes;dineIn:yes;outdoorSeating:no;rating:4.6;ratings:418;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:no;servesCoffee:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant;type:vietnamese_restaurant,,,,,ChIJ9wG5ksQLkkYR7ydpf10-POM,2026-02-06,2025-03-05,Google Places (Text Search)
Biblos,"Eteläesplanadi 22, 00130 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;dineIn:yes;rating:4.8;ratings:91;servesLunch:yes;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJ32mSXwALkkYRbYi9d5y-uRU,2026-02-06,2025-12-18,Google Places (Text Search)
La Galleria,"Unioninkatu 30, 00100 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;dineIn:yes;rating:4.8;ratings:73;servesCoffee:yes;servesDinner:yes;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJeRSBzScLkkYRGu66z_l-Dw0,2026-02-06,2026-01-10,Google Places (Text Search)
Seoul Good Kluuvi,"Kauppakeskus Kluuvi, Aleksanterinkatu 9 1.krs, 00100 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;dineIn:yes;rating:4.7;ratings:48;source:google_places;takeout:yes;type:asian_restaurant;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJN7h2Hb8LkkYRIgx6-ikYTE8,2026-02-06,2025-12-27,Google Places (Text Search)
Seksico® City Bodega,"Saarisen Piha, Kaivokatu 8, 00101 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;dineIn:yes;rating:4.9;ratings:14;servesLunch:yes;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJ_ULzIEoLkkYR023yEX4xenY,2026-02-06,2025-12-01,Google Places (Text Search)
Restaurant Nefer Nefer Nefer,"Erottajankatu 4, 00120 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;dineIn:yes;rating:4.5;ratings:45;source:google_places;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJK_7auZ4LkkYR8HlIxLvas_4,2026-02-06,2025-12-03,Google Places (Text Search)
Ravintola Vietologie,"Runeberginkatu 59, 00260 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:yes;dineIn:yes;outdoorSeating:no;rating:5;ratings:80;reservable:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant;type:vietnamese_restaurant,,,,,ChIJQR1mt7wLkkYRk8KSrT5zI_w,2026-02-06,2025-12-11,Google Places (Text Search)
Dip and Sip,"Helsinginkatu 13, 00500 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:yes;dineIn:yes;outdoorSeating:yes;rating:5;ratings:34;servesDessert:yes;servesDinner:yes;servesLunch:yes;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJbVwWCvsJkkYRYtsT8Dj6E4I,2026-02-06,2025-12-28,Google Places (Text Search)
Itsuyaki Forum,"Mannerheimintie 20 FORUM 3.krs, 00100 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;dineIn:yes;rating:4.4;ratings:56;source:google_places;takeout:yes;type:asian_restaurant;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJ_fPRIHsLkkYRqmK-CIAZ31k,2026-02-06,2026-01-05,Google Places (Text Search)
Bistro Bardot,"Kluuvikatu 1, 00100 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:no;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_EXPENSIVE;rating:4.2;ratings:818;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:no;type:establishment;type:food;type:french_restaurant;type:point_of_interest;type:restaurant,,,,,ChIJk_EgzTMLkkYRT0SBcnR1agA,2026-02-06,2025-09-28,Google Places (Text Search)
Restaurant Quartier,"Korkeavuorenkatu 4, 00150 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:no;dineIn:yes;rating:4.7;ratings:95;reservable:yes;servesBeer:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesWine:yes;source:google_places;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJD_K02dcLkkYR4s116GHrNx0,2026-02-06,2025-01-29,Google Places (Text Search)
Bistro Vilho,"Mikonkatu 23, 00100 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:no;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_MODERATE;rating:4.3;ratings:281;reservable:yes;servesBeer:yes;servesBreakfast:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJESJ8jc0LkkYR5ybVgmNQJaI,2026-02-06,2024-09-08,Google Places (Text Search)
Bistro Le Coin,"Siltasaarenkatu 10, 00530 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;dineIn:yes;rating:4.6;ratings:254;reservable:yes;servesBeer:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;type:establishment;type:food;type:french_restaurant;type:point_of_interest;type:restaurant,,,,,ChIJ51KjNrgLkkYR68zfzU5iCxg,2026-02-06,2024-09-01,Google Places (Text Search)
Finlandia Bistro,"Mannerheimintie 13e, 00100 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;dineIn:yes;rating:4.8;ratings:6;servesBeer:yes;servesCoffee:yes;servesDessert:yes;servesWine:yes;source:google_places;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJ0bKYi4QLkkYR5iJdih6DwzQ,2026-02-06,2025-10-14,Google Places (Text Search)
Bistro O mat Hakaniemi,"Toinen linja 7 Lyyra toimistotalo, 9. krs, 00530 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:no;dineIn:yes;outdoorSeating:yes;rating:4.1;ratings:354;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:yes;type:establishment;type:food;type:french_restaurant;type:point_of_interest;type:restaurant,,,,,ChIJHQZQeyILkkYRxv56v_9FMXk,2026-02-06,2024-06-08,Google Places (Text Search)
Bistro Miljöö,"Runeberginkatu 40, 00260 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:no;dineIn:yes;outdoorSeating:no;price_level:PRICE_LEVEL_MODERATE;rating:4.4;ratings:741;reservable:yes;servesBeer:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJBxgb5C8KkkYR6lqyCyVtR08,2026-02-06,2019-11-01,Google Places (Text Search)
Sofia Bistro,"Aleksanterinkatu 28, Unioninkatu 27, 00170 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:no;dineIn:yes;rating:4.2;ratings:119;reservable:yes;servesBeer:yes;servesBreakfast:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:yes;type:cafe;type:coffee_shop;type:establishment;type:food;type:food_store;type:point_of_interest;type:restaurant;type:store,,,,,ChIJvaXciMkLkkYRFWE7xpeXNNk,2026-02-06,2019-04-04,Google Places (Text Search)
Bistro Gina,"Korkeavuorenkatu 34, 00130 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:no;dineIn:yes;rating:3.9;ratings:259;reservable:yes;servesBeer:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesWine:yes;source:google_places;type:establishment;type:food;type:italian_restaurant;type:point_of_interest;type:restaurant,,,,,ChIJj3uJsfsLkkYRjGXDjlfGr3g,2026-02-06,2025-04-18,Google Places (Text Search)
Bistro Manu,"Eteläinen Rautatiekatu 4, 00100 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;dineIn:yes;outdoorSeating:yes;rating:4.1;ratings:723;reservable:yes;servesBeer:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJe2oKbDMKkkYRyLlSW8rvww8,2026-02-06,2025-12-20,Google Places (Text Search)
The Social Bar & Bistro,"Fredrikinkatu 51, 00100 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:yes;dineIn:yes;outdoorSeating:no;rating:4.1;ratings:36;reservable:yes;servesBeer:yes;servesBreakfast:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJi8f_v6sLkkYR9VUcRTOkLnI,2026-02-06,2022-08-25,Google Places (Text Search)
Muteh Cafe-Bistro,"Mechelininkatu 12-14 L4, 00100 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:yes;dineIn:yes;outdoorSeating:no;rating:5;ratings:185;reservable:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;source:google_places;takeout:yes;type:cafe;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJ_Z2vLJYLkkYRy2DD1Cs7Frk,2026-02-06,2025-11-05,Google Places (Text Search)
Saigon Bistro,"Kaarlenkatu 13, 00530 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:yes;dineIn:yes;rating:4.9;ratings:213;reservable:yes;servesBeer:yes;servesBreakfast:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:yes;type:cafe;type:coffee_shop;type:establishment;type:food;type:food_store;type:point_of_interest;type:restaurant;type:store;type:vietnamese_restaurant,,,,,ChIJR6TQ6PQJkkYRTS0-XbiASjE,2026-02-06,2025-08-07,Google Places (Text Search)
Ateneum Bistro,"Kaivokatu 2, 00100 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:no;dineIn:yes;outdoorSeating:no;price_level:PRICE_LEVEL_MODERATE;rating:4;ratings:264;reservable:yes;servesBeer:yes;servesBreakfast:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesWine:yes;source:google_places;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJL0BKyc0LkkYRVStHp890BO4,2026-02-06,2019-06-29,Google Places (Text Search)
Baskeri & Basso,"Tehtaankatu 27-29 (sisäpiha), 00150 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:no;dineIn:yes;outdoorSeating:no;price_level:PRICE_LEVEL_MODERATE;rating:4.7;ratings:838;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:no;servesWine:yes;source:google_places;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJd8mTo7YLkkYRXL0C9Si-nZk,2026-02-06,2025-04-11,Google Places (Text Search)
Bouchon Carême,"Aleksanterinkatu 13, 00100 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:no;dineIn:yes;outdoorSeating:no;rating:4;ratings:138;reservable:yes;servesBeer:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesWine:yes;source:google_places;type:establishment;type:food;type:french_restaurant;type:point_of_interest;type:restaurant,,,,,ChIJS91vDgALkkYRhF5fT6Tcigs,2026-02-06,2024-09-09,Google Places (Text Search)
Restaurant BasBas Kulma,"Telakkakadun kulma, Tehtaankatu 27-29, 00150 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:no;dineIn:yes;outdoorSeating:no;price_level:PRICE_LEVEL_MODERATE;rating:4.6;ratings:838;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:no;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJsUPxo7YLkkYR3_alt74tcaI,2026-02-06,2025-04-04,Google Places (Text Search)
Bistro Five,"Helsinginkatu 4, 00500 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;dineIn:yes;rating:5;ratings:5;source:google_places;takeout:yes;type:establishment;type:fast_food_restaurant;type:food;type:point_of_interest;type:restaurant,,,,,ChIJO-c3KwAJkkYRAmMHRg4-wiQ,2026-02-06,2025-11-06,Google Places (Text Search)
Kortteli,"Urho Kekkosen katu 1 5. kerros, 00100 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:no;dineIn:yes;rating:4;ratings:639;reservable:yes;servesBreakfast:yes;servesCoffee:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;type:establishment;type:fitness_center;type:food;type:food_court;type:gym;type:hair_care;type:hair_salon;type:health;type:point_of_interest;type:restaurant;type:sports_activity_location;type:sports_complex;type:store;type:yoga_studio,,,,,ChIJod0mVDMKkkYRb2MWRXteELo,2026-02-06,2018-06-01,Google Places (Text Search)
Old Market Hall,"Eteläranta, 00130 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;rating:4.5;ratings:3708;source:google_places;type:butcher_shop;type:cafe;type:coffee_shop;type:establishment;type:food;type:food_store;type:market;type:point_of_interest;type:restaurant;type:store;type:tourist_attraction,,,,,ChIJWS7idIkLkkYRnDd0_KVobL4,2026-02-06,2025-11-20,Google Places (Text Search)
SOUP+MORE Vanha Kauppahalli,"Eteläranta 1, 00130 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;dineIn:yes;rating:4.6;ratings:697;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJMbVXszsLkkYRu8uAVn4NU0Q,2026-02-06,2025-08-13,Google Places (Text Search)
Hakaniemen kauppahalli,"Hakaniemen kauppahalli, Hämeentie 1, 00530 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:no;rating:4.3;ratings:7068;source:google_places;type:establishment;type:food;type:food_court;type:market;type:point_of_interest;type:restaurant;type:tourist_attraction,,,,,ChIJXy4MZNQLkkYReaxOOAPFqnQ,2026-02-06,2025-08-29,Google Places (Text Search)
Restaurant Food & Co - Pääposti,"Mannerheiminaukio 1B, 00100 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;dineIn:yes;outdoorSeating:no;price_level:PRICE_LEVEL_MODERATE;rating:4.5;ratings:119;reservable:yes;servesBeer:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJlaHJ3H0JkkYRgfP0movzZh8,2026-02-06,2025-09-09,Google Places (Text Search)
Kamppi Helsinki,"Urho Kekkosen katu 1, 00100 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;rating:4.2;ratings:22107;source:google_places;type:cafe;type:clothing_store;type:electronics_store;type:establishment;type:fitness_center;type:food;type:gym;type:hair_care;type:hair_salon;type:health;type:home_goods_store;type:point_of_interest;type:restaurant;type:shopping_mall;type:sports_activity_location;type:sports_complex;type:store;type:yoga_studio,,,,,ChIJIc3KlzQKkkYRGlEZnjzOvrg,2026-02-06,2025-10-31,Google Places (Text Search)
Kauppatori,"Eteläranta, 00170 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;rating:4.4;ratings:30057;source:google_places;type:cafe;type:establishment;type:food;type:market;type:point_of_interest;type:restaurant;type:tourist_attraction,,,,,ChIJs0t8Ec8LkkYR1RsRyIL4rMU,2026-02-06,2025-10-10,Google Places (Text Search)
PSH-LOVE-KA by PyShburg,"Simonkatu 10, 00100 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:yes;dineIn:yes;outdoorSeating:yes;rating:4.9;ratings:193;reservable:yes;servesBeer:no;servesBreakfast:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:no;source:google_places;takeout:yes;type:cafe;type:coffee_shop;type:establishment;type:food;type:food_store;type:point_of_interest;type:restaurant;type:store,,,,,ChIJP094fHgLkkYRTrv-BvZr3EI,2026-02-06,2025-12-12,Google Places (Text Search)
Sizzle Station Fennia,"Vuorikatu 14, 00100 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;dineIn:yes;rating:4.5;ratings:122;servesCoffee:yes;servesDinner:yes;servesLunch:yes;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJq8puewQLkkYR-dEGx3942gc,2026-02-06,2023-12-01,Google Places (Text Search)
Torikorttelit,"Sofiankatu 4, 00170 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;rating:4.3;ratings:2883;source:google_places;type:cafe;type:clothing_store;type:coffee_shop;type:establishment;type:event_venue;type:food;type:food_store;type:historical_landmark;type:historical_place;type:movie_theater;type:point_of_interest;type:restaurant;type:shopping_mall;type:store,,,,,ChIJCT_Gx7YLkkYRV67xRiv3yCw,2026-02-06,2023-01-24,Google Places (Text Search)
